HotelID,Rating,latitude,longitude,Date,Overall,Value,Rooms
2514173,4,40.75205,-73.994517,2011-04-24,4,2,4
2514173,4,40.75205,-73.994517,2011-04-26,1,1,1
2514173,4,40.75205,-73.994517,2011-04-30,4,4,4
2514173,4,40.75205,-73.994517,2011-05-02,5,5,5
2514173,4,40.75205,-73.994517,2011-05-03,4,3,4
2514173,4,40.75205,-73.994517,2011-05-05,5,5,5
2514173,4,40.75205,-73.994517,2011-05-06,4,5,5
2514173,4,40.75205,-73.994517,2011-05-08,5,4,5
2514173,4,40.75205,-73.994517,2011-05-15,5,5,5
2514173,4,40.75205,-73.994517,2011-05-15,5,5,5
2514173,4,40.75205,-73.994517,2011-05-16,4,5,5
2514173,4,40.75205,-73.994517,2011-05-18,5,4,4
2514173,4,40.75205,-73.994517,2011-05-21,5,4,5
2514173,4,40.75205,-73.994517,2011-05-23,3,0,4
2514173,4,40.75205,-73.994517,2011-05-25,4,5,5
2514173,4,40.75205,-73.994517,2011-05-29,4,4,4
2514173,4,40.75205,-73.994517,2011-05-30,4,5,4
2514173,4,40.75205,-73.994517,2011-05-31,5,3,0
2514173,4,40.75205,-73.994517,2011-05-31,4,5,0
2514173,4,40.75205,-73.994517,2011-06-03,5,5,0
2514173,4,40.75205,-73.994517,2011-06-05,5,5,5
2514173,4,40.75205,-73.994517,2011-06-07,5,5,0
2514173,4,40.75205,-73.994517,2011-06-07,5,5,5
2514173,4,40.75205,-73.994517,2011-06-08,5,5,0
2514173,4,40.75205,-73.994517,2011-06-09,5,4,0
2514173,4,40.75205,-73.994517,2011-06-10,4,3,0
2514173,4,40.75205,-73.994517,2011-06-12,5,5,0
2514173,4,40.75205,-73.994517,2011-06-13,5,5,0
2514173,4,40.75205,-73.994517,2011-06-13,4,4,0
2514173,4,40.75205,-73.994517,2011-06-13,5,4,0
2514173,4,40.75205,-73.994517,2011-06-13,4,3,4
2514173,4,40.75205,-73.994517,2011-06-14,5,0,0
2514173,4,40.75205,-73.994517,2011-06-16,3,2,0
2514173,4,40.75205,-73.994517,2011-06-16,5,4,4
2514173,4,40.75205,-73.994517,2011-06-19,4,3,0
2514173,4,40.75205,-73.994517,2011-06-20,3,5,5
2514173,4,40.75205,-73.994517,2011-06-20,4,3,0
2514173,4,40.75205,-73.994517,2011-06-20,4,3,0
2514173,4,40.75205,-73.994517,2011-06-22,5,5,0
2514173,4,40.75205,-73.994517,2011-06-23,5,4,0
2514173,4,40.75205,-73.994517,2011-06-26,5,5,0
2514173,4,40.75205,-73.994517,2011-06-27,5,4,0
2514173,4,40.75205,-73.994517,2011-06-30,4,1,0
2514173,4,40.75205,-73.994517,2011-07-01,5,3,0
2514173,4,40.75205,-73.994517,2011-07-03,5,5,0
2514173,4,40.75205,-73.994517,2011-07-03,5,5,0
2514173,4,40.75205,-73.994517,2011-07-05,5,5,0
2514173,4,40.75205,-73.994517,2011-07-10,5,5,0
2514173,4,40.75205,-73.994517,2011-07-10,4,4,0
2514173,4,40.75205,-73.994517,2011-07-14,5,5,0
2514173,4,40.75205,-73.994517,2011-07-15,5,5,5
2514173,4,40.75205,-73.994517,2011-07-15,5,5,0
2514173,4,40.75205,-73.994517,2011-07-15,5,5,0
2514173,4,40.75205,-73.994517,2011-07-20,4,4,4
2514173,4,40.75205,-73.994517,2011-07-23,5,4,0
2514173,4,40.75205,-73.994517,2011-07-26,5,5,0
2514173,4,40.75205,-73.994517,2011-07-26,5,4,0
2514173,4,40.75205,-73.994517,2011-07-27,5,5,0
2514173,4,40.75205,-73.994517,2011-07-27,5,5,0
2514173,4,40.75205,-73.994517,2011-07-27,5,5,0
2514173,4,40.75205,-73.994517,2011-07-28,5,4,0
2514173,4,40.75205,-73.994517,2011-07-28,5,5,0
2514173,4,40.75205,-73.994517,2011-07-28,5,5,0
2514173,4,40.75205,-73.994517,2011-07-28,4,4,0
2514173,4,40.75205,-73.994517,2011-07-28,2,1,0
2514173,4,40.75205,-73.994517,2011-07-28,5,4,0
2514173,4,40.75205,-73.994517,2011-07-29,5,4,0
2514173,4,40.75205,-73.994517,2011-07-29,4,4,0
2514173,4,40.75205,-73.994517,2011-07-30,5,5,0
2514173,4,40.75205,-73.994517,2011-07-30,4,3,0
2514173,4,40.75205,-73.994517,2011-07-30,5,5,5
2514173,4,40.75205,-73.994517,2011-08-01,5,5,0
2514173,4,40.75205,-73.994517,2011-08-02,5,4,0
2514173,4,40.75205,-73.994517,2011-08-02,4,3,0
2514173,4,40.75205,-73.994517,2011-08-03,5,3,0
2514173,4,40.75205,-73.994517,2011-08-04,5,4,0
2514173,4,40.75205,-73.994517,2011-08-04,5,5,0
2514173,4,40.75205,-73.994517,2011-08-04,5,4,0
2514173,4,40.75205,-73.994517,2011-08-04,4,4,0
2514173,4,40.75205,-73.994517,2011-08-04,5,5,0
2514173,4,40.75205,-73.994517,2011-08-06,5,4,0
2514173,4,40.75205,-73.994517,2011-08-07,4,5,0
2514173,4,40.75205,-73.994517,2011-08-07,5,4,0
2514173,4,40.75205,-73.994517,2011-08-08,5,5,0
2514173,4,40.75205,-73.994517,2011-08-08,3,3,0
2514173,4,40.75205,-73.994517,2011-08-08,5,5,0
2514173,4,40.75205,-73.994517,2011-08-09,4,5,0
2514173,4,40.75205,-73.994517,2011-08-11,5,5,0
2514173,4,40.75205,-73.994517,2011-08-12,5,5,0
2514173,4,40.75205,-73.994517,2011-08-12,5,5,0
2514173,4,40.75205,-73.994517,2011-08-14,5,5,0
2514173,4,40.75205,-73.994517,2011-08-15,5,5,0
2514173,4,40.75205,-73.994517,2011-08-15,5,5,0
2514173,4,40.75205,-73.994517,2011-08-15,4,4,0
2514173,4,40.75205,-73.994517,2011-08-19,5,5,5
2514173,4,40.75205,-73.994517,2011-08-22,5,4,0
2514173,4,40.75205,-73.994517,2011-08-23,5,5,0
2514173,4,40.75205,-73.994517,2011-08-24,5,5,0
2514173,4,40.75205,-73.994517,2011-08-25,5,4,0
2514173,4,40.75205,-73.994517,2011-08-25,5,4,0
2514173,4,40.75205,-73.994517,2011-08-25,5,5,0
2514173,4,40.75205,-73.994517,2011-08-27,5,4,0
2514173,4,40.75205,-73.994517,2011-08-28,5,4,0
2514173,4,40.75205,-73.994517,2011-08-31,5,5,0
2514173,4,40.75205,-73.994517,2011-08-31,5,5,5
2514173,4,40.75205,-73.994517,2011-09-01,5,5,5
2514173,4,40.75205,-73.994517,2011-09-04,5,5,0
2514173,4,40.75205,-73.994517,2011-09-05,5,5,0
2514173,4,40.75205,-73.994517,2011-09-05,5,5,0
2514173,4,40.75205,-73.994517,2011-09-05,5,5,0
2514173,4,40.75205,-73.994517,2011-09-05,5,5,0
2514173,4,40.75205,-73.994517,2011-09-05,3,3,0
2514173,4,40.75205,-73.994517,2011-09-06,4,4,0
2514173,4,40.75205,-73.994517,2011-09-07,5,5,0
2514173,4,40.75205,-73.994517,2011-09-07,5,5,0
2514173,4,40.75205,-73.994517,2011-09-08,5,5,5
2514173,4,40.75205,-73.994517,2011-09-12,4,4,0
2514173,4,40.75205,-73.994517,2011-09-12,5,3,0
2514173,4,40.75205,-73.994517,2011-09-12,4,5,4
2514173,4,40.75205,-73.994517,2011-09-13,5,4,5
2514173,4,40.75205,-73.994517,2011-09-14,3,2,3
2514173,4,40.75205,-73.994517,2011-09-14,5,4,5
2514173,4,40.75205,-73.994517,2011-09-15,5,4,5
2514173,4,40.75205,-73.994517,2011-09-16,5,4,5
2514173,4,40.75205,-73.994517,2011-09-19,5,4,5
2514173,4,40.75205,-73.994517,2011-09-19,5,4,5
2514173,4,40.75205,-73.994517,2011-09-21,5,0,0
2514173,4,40.75205,-73.994517,2011-09-21,5,5,5
2514173,4,40.75205,-73.994517,2011-09-22,3,3,4
2514173,4,40.75205,-73.994517,2011-09-23,3,3,3
2514173,4,40.75205,-73.994517,2011-09-25,5,5,5
2514173,4,40.75205,-73.994517,2011-09-26,5,4,4
2514173,4,40.75205,-73.994517,2011-09-26,5,5,5
2514173,4,40.75205,-73.994517,2011-09-26,3,3,3
2514173,4,40.75205,-73.994517,2011-09-29,5,5,5
2514173,4,40.75205,-73.994517,2011-09-29,4,5,4
2514173,4,40.75205,-73.994517,2011-10-02,5,4,5
2514173,4,40.75205,-73.994517,2011-10-03,3,3,4
2514173,4,40.75205,-73.994517,2011-10-05,5,5,5
2514173,4,40.75205,-73.994517,2011-10-07,5,5,5
2514173,4,40.75205,-73.994517,2011-10-07,5,4,5
2514173,4,40.75205,-73.994517,2011-10-07,5,5,4
2514173,4,40.75205,-73.994517,2011-10-09,5,5,0
2514173,4,40.75205,-73.994517,2011-10-11,5,5,5
2514173,4,40.75205,-73.994517,2011-10-12,5,5,5
2514173,4,40.75205,-73.994517,2011-10-22,4,3,4
2514173,4,40.75205,-73.994517,2011-10-23,5,4,5
2514173,4,40.75205,-73.994517,2011-10-24,5,5,5
2514173,4,40.75205,-73.994517,2011-10-26,5,5,5
2514173,4,40.75205,-73.994517,2011-10-27,4,4,4
2514173,4,40.75205,-73.994517,2011-10-30,4,4,5
2514173,4,40.75205,-73.994517,2011-10-31,5,5,5
2514173,4,40.75205,-73.994517,2011-11-01,5,5,5
2514173,4,40.75205,-73.994517,2011-11-03,5,5,5
2514173,4,40.75205,-73.994517,2011-11-04,4,4,4
2514173,4,40.75205,-73.994517,2011-11-05,5,4,4
2514173,4,40.75205,-73.994517,2011-11-05,3,3,5
2514173,4,40.75205,-73.994517,2011-11-06,4,4,4
2514173,4,40.75205,-73.994517,2011-11-06,4,3,3
2514173,4,40.75205,-73.994517,2011-11-08,5,3,5
2514173,4,40.75205,-73.994517,2011-11-09,5,5,5
2514173,4,40.75205,-73.994517,2011-11-12,4,4,5
2514173,4,40.75205,-73.994517,2011-11-13,3,3,4
2514173,4,40.75205,-73.994517,2011-11-13,4,4,4
2514173,4,40.75205,-73.994517,2011-11-14,5,4,5
2514173,4,40.75205,-73.994517,2011-11-16,5,5,5
2514173,4,40.75205,-73.994517,2011-11-16,5,3,5
2514173,4,40.75205,-73.994517,2011-11-17,5,4,5
2514173,4,40.75205,-73.994517,2011-11-17,5,5,5
2514173,4,40.75205,-73.994517,2011-11-18,5,5,5
2514173,4,40.75205,-73.994517,2011-11-18,5,5,5
2514173,4,40.75205,-73.994517,2011-11-20,5,4,4
2514173,4,40.75205,-73.994517,2011-11-21,5,4,5
2514173,4,40.75205,-73.994517,2011-11-25,5,5,5
2514173,4,40.75205,-73.994517,2011-11-25,5,5,5
2514173,4,40.75205,-73.994517,2011-11-25,4,4,4
2514173,4,40.75205,-73.994517,2011-11-28,3,3,3
2514173,4,40.75205,-73.994517,2011-11-28,4,5,4
2514173,4,40.75205,-73.994517,2011-11-28,5,5,4
2514173,4,40.75205,-73.994517,2011-12-02,5,5,5
2514173,4,40.75205,-73.994517,2011-12-04,5,5,5
2514173,4,40.75205,-73.994517,2011-12-05,5,4,5
2514173,4,40.75205,-73.994517,2011-12-08,4,4,4
2514173,4,40.75205,-73.994517,2011-12-09,5,5,5
2514173,4,40.75205,-73.994517,2011-12-11,5,5,5
2514173,4,40.75205,-73.994517,2011-12-12,5,5,5
2514173,4,40.75205,-73.994517,2011-12-13,3,3,3
2514173,4,40.75205,-73.994517,2011-12-15,2,1,3
2514173,4,40.75205,-73.994517,2011-12-15,5,5,5
2514173,4,40.75205,-73.994517,2011-12-16,5,5,5
2514173,4,40.75205,-73.994517,2011-12-18,4,5,4
2514173,4,40.75205,-73.994517,2011-12-18,4,4,4
2514173,4,40.75205,-73.994517,2011-12-19,4,4,4
2514173,4,40.75205,-73.994517,2011-12-20,5,5,5
2514173,4,40.75205,-73.994517,2011-12-22,5,5,5
2514173,4,40.75205,-73.994517,2011-12-22,5,5,4
2514173,4,40.75205,-73.994517,2011-12-23,5,5,5
2514173,4,40.75205,-73.994517,2011-12-26,5,5,5
2514173,4,40.75205,-73.994517,2011-12-26,5,4,4
2514173,4,40.75205,-73.994517,2011-12-27,5,5,5
2514173,4,40.75205,-73.994517,2011-12-28,5,5,5
2514173,4,40.75205,-73.994517,2011-12-28,5,5,5
2514173,4,40.75205,-73.994517,2012-01-01,5,5,4
2514173,4,40.75205,-73.994517,2012-01-01,4,3,5
2514173,4,40.75205,-73.994517,2012-01-02,5,5,5
2514173,4,40.75205,-73.994517,2012-01-05,5,5,5
2514173,4,40.75205,-73.994517,2012-01-05,5,4,5
2514173,4,40.75205,-73.994517,2012-01-07,5,5,5
2514173,4,40.75205,-73.994517,2012-01-07,5,5,5
2514173,4,40.75205,-73.994517,2012-01-08,4,3,4
2514173,4,40.75205,-73.994517,2012-01-09,3,3,4
2514173,4,40.75205,-73.994517,2012-01-09,4,4,4
2514173,4,40.75205,-73.994517,2012-01-11,5,4,5
2514173,4,40.75205,-73.994517,2012-01-12,5,4,5
2514173,4,40.75205,-73.994517,2012-01-13,4,4,4
2514173,4,40.75205,-73.994517,2012-01-15,4,4,4
2514173,4,40.75205,-73.994517,2012-01-15,4,3,4
2514173,4,40.75205,-73.994517,2012-01-16,5,4,5
2514173,4,40.75205,-73.994517,2012-01-17,4,0,0
2514173,4,40.75205,-73.994517,2012-01-17,5,5,5
2514173,4,40.75205,-73.994517,2012-01-17,4,5,4
2514173,4,40.75205,-73.994517,2012-01-18,2,2,4
2514173,4,40.75205,-73.994517,2012-01-19,5,3,5
2514173,4,40.75205,-73.994517,2012-01-20,5,4,5
2514173,4,40.75205,-73.994517,2012-01-21,5,5,5
2514173,4,40.75205,-73.994517,2012-01-23,3,3,4
2514173,4,40.75205,-73.994517,2012-01-24,5,5,5
2514173,4,40.75205,-73.994517,2012-01-25,5,4,5
2514173,4,40.75205,-73.994517,2012-01-27,5,5,5
2514173,4,40.75205,-73.994517,2012-01-28,5,4,5
2514173,4,40.75205,-73.994517,2012-01-30,5,5,5
2514173,4,40.75205,-73.994517,2012-01-30,5,0,0
2514173,4,40.75205,-73.994517,2012-01-30,5,5,5
2514173,4,40.75205,-73.994517,2012-01-31,5,5,5
2514173,4,40.75205,-73.994517,2012-02-01,5,4,4
2514173,4,40.75205,-73.994517,2012-02-05,2,2,3
2514173,4,40.75205,-73.994517,2012-02-05,4,5,4
2514173,4,40.75205,-73.994517,2012-02-08,4,5,5
2514173,4,40.75205,-73.994517,2012-02-12,4,4,4
2514173,4,40.75205,-73.994517,2012-02-12,5,4,4
2514173,4,40.75205,-73.994517,2012-02-12,5,4,4
2514173,4,40.75205,-73.994517,2012-02-15,5,4,5
2514173,4,40.75205,-73.994517,2012-02-16,4,5,5
2514173,4,40.75205,-73.994517,2012-02-17,5,5,5
2514173,4,40.75205,-73.994517,2012-02-18,4,4,4
2514173,4,40.75205,-73.994517,2012-02-20,4,3,5
2514173,4,40.75205,-73.994517,2012-02-21,4,5,4
2514173,4,40.75205,-73.994517,2012-02-22,5,5,4
2514173,4,40.75205,-73.994517,2012-02-23,4,5,5
2514173,4,40.75205,-73.994517,2012-02-26,4,4,4
2514173,4,40.75205,-73.994517,2012-02-28,4,4,5
2514173,4,40.75205,-73.994517,2012-02-29,4,4,4
2514173,4,40.75205,-73.994517,2012-03-01,5,4,5
2514173,4,40.75205,-73.994517,2012-03-01,4,5,5
2514173,4,40.75205,-73.994517,2012-03-03,4,4,4
2514173,4,40.75205,-73.994517,2012-03-04,5,4,5
2514173,4,40.75205,-73.994517,2012-03-05,5,5,5
2514173,4,40.75205,-73.994517,2012-03-11,5,5,5
2514173,4,40.75205,-73.994517,2012-03-11,5,4,4
2514173,4,40.75205,-73.994517,2012-03-11,4,3,4
2514173,4,40.75205,-73.994517,2012-03-12,3,4,5
2514173,4,40.75205,-73.994517,2012-03-13,5,5,5
2514173,4,40.75205,-73.994517,2012-03-16,3,3,3
2514173,4,40.75205,-73.994517,2012-03-16,5,5,5
2514173,4,40.75205,-73.994517,2012-03-17,4,4,4
2514173,4,40.75205,-73.994517,2012-03-18,4,0,0
2514173,4,40.75205,-73.994517,2012-03-20,3,3,4
2514173,4,40.75205,-73.994517,2012-03-23,5,4,5
2514173,4,40.75205,-73.994517,2012-03-26,4,4,4
2514173,4,40.75205,-73.994517,2012-03-29,5,4,5
2514173,4,40.75205,-73.994517,2012-03-30,4,4,4
2514173,4,40.75205,-73.994517,2012-04-02,3,2,3
2514173,4,40.75205,-73.994517,2012-04-02,4,4,4
2514173,4,40.75205,-73.994517,2012-04-02,5,5,5
2514173,4,40.75205,-73.994517,2012-04-06,4,4,4
2514173,4,40.75205,-73.994517,2012-04-07,3,3,5
2514173,4,40.75205,-73.994517,2010-05-27,4,5,5
2514173,4,40.75205,-73.994517,2010-06-02,5,5,5
2514173,4,40.75205,-73.994517,2010-06-02,4,4,4
2514173,4,40.75205,-73.994517,2010-06-02,5,5,5
2514173,4,40.75205,-73.994517,2010-06-07,5,4,4
2514173,4,40.75205,-73.994517,2010-06-08,5,4,5
2514173,4,40.75205,-73.994517,2010-06-10,4,4,4
2514173,4,40.75205,-73.994517,2010-06-14,5,5,5
2514173,4,40.75205,-73.994517,2010-06-15,4,3,4
2514173,4,40.75205,-73.994517,2010-06-16,4,5,3
2514173,4,40.75205,-73.994517,2010-06-16,4,4,4
2514173,4,40.75205,-73.994517,2010-06-16,5,5,5
2514173,4,40.75205,-73.994517,2010-06-18,5,5,5
2514173,4,40.75205,-73.994517,2010-06-21,5,5,5
2514173,4,40.75205,-73.994517,2010-06-21,5,4,5
2514173,4,40.75205,-73.994517,2010-06-21,5,5,5
2514173,4,40.75205,-73.994517,2010-06-22,5,0,0
2514173,4,40.75205,-73.994517,2010-06-23,4,4,5
2514173,4,40.75205,-73.994517,2010-06-24,5,5,4
2514173,4,40.75205,-73.994517,2010-06-24,5,0,5
2514173,4,40.75205,-73.994517,2010-06-25,5,5,4
2514173,4,40.75205,-73.994517,2010-06-26,5,4,5
2514173,4,40.75205,-73.994517,2010-06-26,4,3,4
2514173,4,40.75205,-73.994517,2010-06-27,4,4,5
2514173,4,40.75205,-73.994517,2010-06-29,5,4,5
2514173,4,40.75205,-73.994517,2010-07-01,5,4,5
2514173,4,40.75205,-73.994517,2010-07-02,5,5,5
2514173,4,40.75205,-73.994517,2010-07-04,5,4,5
2514173,4,40.75205,-73.994517,2010-07-07,5,5,5
2514173,4,40.75205,-73.994517,2010-07-09,5,5,5
2514173,4,40.75205,-73.994517,2010-07-11,5,5,5
2514173,4,40.75205,-73.994517,2010-07-15,5,5,5
2514173,4,40.75205,-73.994517,2010-07-17,4,3,4
2514173,4,40.75205,-73.994517,2010-07-17,4,3,5
2514173,4,40.75205,-73.994517,2010-07-19,5,3,5
2514173,4,40.75205,-73.994517,2010-07-20,4,5,5
2514173,4,40.75205,-73.994517,2010-07-23,4,4,4
2514173,4,40.75205,-73.994517,2010-07-24,4,3,4
2514173,4,40.75205,-73.994517,2010-07-25,5,5,5
2514173,4,40.75205,-73.994517,2010-07-27,4,3,5
2514173,4,40.75205,-73.994517,2010-07-31,5,5,5
2514173,4,40.75205,-73.994517,2010-07-31,4,5,4
2514173,4,40.75205,-73.994517,2010-08-01,4,5,4
2514173,4,40.75205,-73.994517,2010-08-01,5,0,5
2514173,4,40.75205,-73.994517,2010-08-05,5,4,5
2514173,4,40.75205,-73.994517,2010-08-06,5,5,5
2514173,4,40.75205,-73.994517,2010-08-08,5,5,5
2514173,4,40.75205,-73.994517,2010-08-08,5,5,5
2514173,4,40.75205,-73.994517,2010-08-09,5,4,4
2514173,4,40.75205,-73.994517,2010-08-10,3,3,4
2514173,4,40.75205,-73.994517,2010-08-10,5,5,4
2514173,4,40.75205,-73.994517,2010-08-12,5,4,5
2514173,4,40.75205,-73.994517,2010-08-17,5,5,5
2514173,4,40.75205,-73.994517,2010-08-20,5,5,4
2514173,4,40.75205,-73.994517,2010-08-24,5,5,4
2514173,4,40.75205,-73.994517,2010-08-24,5,5,5
2514173,4,40.75205,-73.994517,2010-08-29,5,4,5
2514173,4,40.75205,-73.994517,2010-08-30,5,5,5
2514173,4,40.75205,-73.994517,2010-08-31,4,4,5
2514173,4,40.75205,-73.994517,2010-09-06,4,5,4
2514173,4,40.75205,-73.994517,2010-09-13,5,5,5
2514173,4,40.75205,-73.994517,2010-09-14,3,4,4
2514173,4,40.75205,-73.994517,2010-09-18,4,4,5
2514173,4,40.75205,-73.994517,2010-09-19,4,4,5
2514173,4,40.75205,-73.994517,2010-10-04,5,4,5
2514173,4,40.75205,-73.994517,2010-10-06,5,3,5
2514173,4,40.75205,-73.994517,2010-10-09,5,0,0
2514173,4,40.75205,-73.994517,2010-10-09,5,4,5
2514173,4,40.75205,-73.994517,2010-10-20,3,3,5
2514173,4,40.75205,-73.994517,2010-10-21,4,3,5
2514173,4,40.75205,-73.994517,2010-10-25,5,5,5
2514173,4,40.75205,-73.994517,2010-10-25,5,4,5
2514173,4,40.75205,-73.994517,2010-10-26,5,4,5
2514173,4,40.75205,-73.994517,2010-10-27,4,5,4
2514173,4,40.75205,-73.994517,2010-11-02,2,3,3
2514173,4,40.75205,-73.994517,2010-11-03,4,3,5
2514173,4,40.75205,-73.994517,2010-11-04,5,0,5
2514173,4,40.75205,-73.994517,2010-11-05,5,5,5
2514173,4,40.75205,-73.994517,2010-11-07,5,4,5
2514173,4,40.75205,-73.994517,2010-11-07,5,4,5
2514173,4,40.75205,-73.994517,2010-11-13,2,0,0
2514173,4,40.75205,-73.994517,2010-11-16,4,5,4
2514173,4,40.75205,-73.994517,2010-11-20,4,4,4
2514173,4,40.75205,-73.994517,2010-11-21,5,5,4
2514173,4,40.75205,-73.994517,2010-11-21,4,5,5
2514173,4,40.75205,-73.994517,2010-11-22,5,5,4
2514173,4,40.75205,-73.994517,2010-11-23,5,5,5
2514173,4,40.75205,-73.994517,2010-11-23,4,4,4
2514173,4,40.75205,-73.994517,2010-11-24,4,3,4
2514173,4,40.75205,-73.994517,2010-11-26,5,5,5
2514173,4,40.75205,-73.994517,2010-11-27,5,5,5
2514173,4,40.75205,-73.994517,2010-11-27,5,4,5
2514173,4,40.75205,-73.994517,2010-11-29,5,5,5
2514173,4,40.75205,-73.994517,2010-11-29,5,5,5
2514173,4,40.75205,-73.994517,2010-11-29,4,4,4
2514173,4,40.75205,-73.994517,2010-11-30,4,4,4
2514173,4,40.75205,-73.994517,2010-12-02,5,5,5
2514173,4,40.75205,-73.994517,2010-12-02,5,5,5
2514173,4,40.75205,-73.994517,2010-12-05,5,5,5
2514173,4,40.75205,-73.994517,2010-12-07,5,5,5
2514173,4,40.75205,-73.994517,2010-12-07,5,5,5
2514173,4,40.75205,-73.994517,2010-12-08,5,5,4
2514173,4,40.75205,-73.994517,2010-12-08,5,5,5
2514173,4,40.75205,-73.994517,2010-12-09,4,4,4
2514173,4,40.75205,-73.994517,2010-12-09,5,4,5
2514173,4,40.75205,-73.994517,2010-12-09,3,2,3
2514173,4,40.75205,-73.994517,2010-12-10,5,5,5
2514173,4,40.75205,-73.994517,2010-12-11,5,3,5
2514173,4,40.75205,-73.994517,2010-12-13,5,5,5
2514173,4,40.75205,-73.994517,2010-12-13,5,4,5
2514173,4,40.75205,-73.994517,2010-12-13,5,4,5
2514173,4,40.75205,-73.994517,2010-12-14,5,4,5
2514173,4,40.75205,-73.994517,2010-12-14,5,4,5
2514173,4,40.75205,-73.994517,2010-12-15,4,3,5
2514173,4,40.75205,-73.994517,2010-12-19,5,4,5
2514173,4,40.75205,-73.994517,2010-12-19,5,5,5
2514173,4,40.75205,-73.994517,2010-12-19,5,4,5
2514173,4,40.75205,-73.994517,2010-12-22,5,5,5
2514173,4,40.75205,-73.994517,2010-12-22,5,5,5
2514173,4,40.75205,-73.994517,2010-12-22,4,4,4
2514173,4,40.75205,-73.994517,2010-12-25,5,5,5
2514173,4,40.75205,-73.994517,2010-12-27,5,5,5
2514173,4,40.75205,-73.994517,2010-12-29,5,4,5
2514173,4,40.75205,-73.994517,2010-12-31,5,5,5
2514173,4,40.75205,-73.994517,2010-12-31,5,5,5
2514173,4,40.75205,-73.994517,2011-01-01,5,0,0
2514173,4,40.75205,-73.994517,2011-01-01,5,5,5
2514173,4,40.75205,-73.994517,2011-01-01,5,4,5
2514173,4,40.75205,-73.994517,2011-01-04,5,5,5
